"STATE","DISTRICT","OPEN WATER CHANNEL (LINED/PUCCA) - NUMBER","OPEN WATER CHANNEL (UNLINED/KUTCHA) - POTENTIAL UTILISED","OPEN WATER CHANNEL (UNLINED/KUTCHA) - NUMBER","OPEN WATER CHANNEL (UNLINED/KUTCHA) - POTENTIAL UTILISED","UNDERGROUND PIPE - NUMBER","UNDERGROUND PIPE - POTENTIAL UTILISED","SURFACE PIPE - NUMBER","SURFACE PIPE - POTENTIAL UTILISED","DRIP - NUMBER","DRIP - POTENTIAL UTILISED","SPRINKLE - NUMBER","SPRINKLE - POTENTIAL UTILISED","OTHER - NUMBER","OTHER - POTENTIAL UTILISED","TOTAL - NUMBER","TOTAL - POTENTIAL UTILISED"
"TAMIL NADU","NILGIRIS",0,0,0,0,0,0,1,0.4,0,0,0,0,0,0,1,0.4
"TAMIL NADU","PERAMBALUR",638,1444.23,1668,2497.51,1187,1686.27,187,192.93,21,60.62,2,2.16,51,6.89,3754,5890.61
"TAMIL NADU","PUDUKKOTTAI",56,38.05,213,133.43,13,91.54,1,10,0,0,0,0,3,0.7,286,273.72
"TAMIL NADU","RAMANATHAPURAM",118,323.94,122,1057.54,10,18.7,25,10.6,1,0,0,0,6,5.24,282,1416.02
"TAMIL NADU","SALEM",342,275.38,109,92,37,23.51,0,0,0,0,0,0,16,0,504,390.89
"TAMIL NADU","SIVAGANGA",18,10.34,150,814.97,3,7,13,17.32,0,0,0,0,27,0,211,849.63
"TAMIL NADU","THANJAVUR",4374,3865.92,16262,14840.06,369,353.63,22,25.8,3,2.79,0,0,18,5.18,21048,19093.38
"TAMIL NADU","THENI",817,947.18,1174,1166.15,121,141.59,1,1.57,0,0,0,0,4,0,2117,2256.49
"TAMIL NADU","THIRUVALLUR",5675,9628.51,5728,10250.55,2660,8936.66,79,127.76,353,709.37,0,0,2254,2824.16,16749,32477.01
"TAMIL NADU","THIRUVARUR",2249,1561.65,3783,2265.47,527,84.54,27,32.99,5,1.65,1,0,72,8.1,6664,3954.4
"TAMIL NADU","TIRUCHIRAPPALLI",3763,2500.41,3756,756.99,314,112.63,2,5.04,1,0.5,0,0,1523,0,9359,3375.57
"TAMIL NADU","TIRUNELVELI",179,109.42,408,297.18,35,35.48,2,2.95,2,1.7,0,0,170,3.56,796,450.29
"TAMIL NADU","TIRUVANNAMALAI",197,118.83,240,131.62,36,35.23,2,0.85,0,0,0,0,12,0,487,286.53
"TAMIL NADU","TUTICORIN DISTRICT",258,420.24,257,396.75,14,61.63,1,2.2,26,100.94,0,0,87,4.74,643,986.5
"TAMIL NADU","VELLORE",432,416.74,585,761.33,26,62.85,3,3.2,1,0.04,1,0.2,83,4.5,1131,1248.86
"TAMIL NADU","VILLUPPURAM",7254,9807.69,4328,6115.43,1475,2607.67,211,160.36,21,86.92,0,0,26,16.87,13315,18794.94
"TAMIL NADU","VIRUDHUNAGAR",10,13.74,24,19.74,5,1.89,0,0,0,0,2,5.86,14,1.5,55,42.73
"TRIPURA","DHALAI",0,0,5,26.35,0,0,0,0,0,0,0,0,0,0,5,26.35
"TRIPURA","NORTH TRIPURA",0,0,2,7.5,2,16.2,0,0,0,0,0,0,3,5.5,7,29.2
"TRIPURA","SOUTH TRIPURA",15,136.12,616,1104.21,28,131.04,7,6.9,0,0,0,0,53,63.48,719,1441.75
"TRIPURA","WEST TRIPURA",46,257.82,675,2083.43,49,305.68,181,598.29,0,0,0,0,80,129.3,1031,3374.52
"UTTAR PRADESH","AGRA",1085,7650.59,59350,208672.52,540,4640.04,4165,27230.75,69,965.25,35,187.41,2834,0,68078,249346.56
"UTTAR PRADESH","ALIGARH",1481,8065.57,63052,252498.93,821,3065.5,196,971,17,60.75,0,0,394,0,65961,264661.75
"UTTAR PRADESH","ALLAHABAD",3441,22285.98,31402,132469.91,314,1954.65,2770,14813.39,10,53,1,5,1055,23,38993,171604.93
"UTTAR PRADESH","AMBEDAKAR NAGAR",2097,9074.64,37713,106789.55,1539,3309.33,17676,48530.32,8,29.45,0,0,453,13.7,59486,167746.99
"UTTAR PRADESH","AURAIYA",1537,4270.49,33591,80161.16,71,281.32,1583,3830.17,3,10,2,4.5,0,0,36787,88557.64
"UTTAR PRADESH","AZAMGARH",1796,7273.77,59660,237450.03,629,2631.2,8627,50538.25,30,116.27,17,48,1713,435.96,72472,298493.48
"UTTAR PRADESH","BAGHPAT",900,2843.89,22665,68107,210,659.98,0,0,0,0,0,0,1586,0,25361,71610.87
"UTTAR PRADESH","BAHARAICH",1449,5030.32,26419,71456.84,441,1868.25,47243,130621.92,4,16.2,43,59.8,286,285.02,75885,209338.35
"UTTAR PRADESH","BALLIA",245,2471.76,36933,178399.4,25,129.75,5536,24198.97,1,6,0,0,698,11,43438,205216.88
"UTTAR PRADESH","BALRAMPUR",239,1132.51,41075,199015.64,198,1535.09,4978,19723.64,4,24.5,6,19.5,668,396.16,47168,221847.04
"UTTAR PRADESH","BANDA",246,6816.82,7462,31417.74,65,224.65,5098,15681.14,4,19.01,136,694.3,199,7.13,13210,54860.79
"UTTAR PRADESH","BARABANKI",868,1869.39,74407,212491.06,498,733.78,11336,22272.8,21,22.58,4,5.5,6136,643.95,93270,238039.06
"UTTAR PRADESH","BAREILLY",232,3191.74,121010,1028169.59,148,5490.79,1794,19407.71,21,209.6,31,458.88,1160,1958.97,124396,1058887.28
"UTTAR PRADESH","BASTI",1927,5251.92,51155,137981.87,175,887.76,20559,81215.96,563,818.12,332,1805.89,280,1660.48,74991,229622
"UTTAR PRADESH","BIJNOR",2595,9836.77,85963,238463.21,281,889.82,1949,4973.09,6,15.4,0,0,1085,15.42,91879,254193.71
"UTTAR PRADESH","BUDAUN",279,598.92,109522,269229.36,14,54.82,1024,2207.96,3,5.96,0,0,1755,0,112597,272097.02
"UTTAR PRADESH","BULAND SAHAR",1129,6998.02,61175,303534.68,641,3605.58,1,6,22,88,7,38,703,78.5,63678,314348.78
"UTTAR PRADESH","CHANDAULI",261,2869.35,10368,64332.62,140,949.77,1049,3906.61,1,10,4,6.1,139,0,11962,72074.45
"UTTAR PRADESH","CHITRAKOOT",27,293,6,38,0,0,3721,16973,0,0,0,0,82,1,3836,17305
"UTTAR PRADESH","DEORIA",163,2043.35,29715,212087.73,27,1074.59,59559,284783.82,8,38.84,3,22.14,240,894.73,89715,500945.2
"UTTAR PRADESH","ETAH",301,1408.3,94682,415676.9,43,205,0,0,1,4,0,0,882,0,95909,417294.2
"UTTAR PRADESH","ETAWAH",151,991,31347,150651.95,55,371,94,1039,2,8,0,0,2672,0,34321,153060.95
"UTTAR PRADESH","FAIZABAD",845,2928.75,61932,264196.34,132,520.4,5851,22866.79,60,252.4,0,0,957,6,69777,290770.68
"UTTAR PRADESH","FARRUKHABAD",167,918.3,38986,174220.39,495,1957.96,417,1958.59,5,10.9,1,31,159,4651,40230,183748.14
"UTTAR PRADESH","FATEHPUR",982,8071.49,35550,149254.47,226,3265.25,2935,15672.45,25,102.6,135,889.95,1075,658.71,40928,177914.92
"UTTAR PRADESH","FIROZABAD",2115,9153.7,37891,131784.99,290,3468.95,4546,23641.43,9,96.5,7,85.7,733,3564.94,45591,171796.21
"UTTAR PRADESH","GAUTAM BUDHA NAGAR",223,894.4,24468,102292.99,15,68.25,23,109.79,3,13.3,0,0,127,0,24859,103378.73
"UTTAR PRADESH","GHAZIABAD",89,339.31,35337,159084.73,30,149.65,4,17.65,13,47.9,0,0,439,0,35912,159639.24
"UTTAR PRADESH","GHAZIPUR",1767,13065.82,71160,331981.65,90,400.5,4291,19490.96,44,197.05,1,3,729,19.05,78082,365158.03
"UTTAR PRADESH","GONDA",620,3375.74,94737,480063.61,617,2345.39,10460,27460.22,23,70,2,5,201,88.08,106660,513408.04
"UTTAR PRADESH","GORAKHPUR",404,973.4,51914,119230.43,495,1322.51,25749,61000.88,8,15.73,1,2,8466,84906.34,87037,267451.29
"UTTAR PRADESH","HAMIRPUR",290,1869.92,10717,52869.67,14,170.08,2047,10878.91,1,5,511,2802.82,424,47.87,14004,68644.27
"UTTAR PRADESH","HARDOI",293,1155.28,68543,335283.04,554,2205.9,16216,62586.52,46,194.5,0,0,1033,21.5,86685,401446.74
"UTTAR PRADESH","JALAUN",297,815.82,12345,37565.66,15,150.27,388,924.71,19,37.95,41,217.93,692,0,13797,39712.34
"UTTAR PRADESH","JAUNPUR",2091,8050.27,68130,202624.42,611,1746.97,6560,23892.6,34,90.3,3,15.55,32,12.25,77461,236432.36
"UTTAR PRADESH","JHANSI",121,159.24,14918,43235.47,8,15,379,631.96,0,0,8,21.5,189,0,15623,44063.17
"UTTAR PRADESH","JYOTIBA PHULENAGAR",173,1133.64,78076,377215.68,9,21.5,0,0,4,24.32,0,0,35,0,78297,378395.14
"UTTAR PRADESH","KANNAUJ",125,476.48,29547,116678.61,1319,6756.81,471,2710.87,1,3.5,1,7.5,37,67,31501,126700.77
"UTTAR PRADESH","KANPUR DEHAT",180,1769,27868,152552.83,419,1345.51,2605,16494.6,3,12,0,0,652,1475.88,31727,173649.82
"UTTAR PRADESH","KANPUR NAGAR",108,628.2,34016,164893.58,8,39.7,453,1790.95,7,40,3,38,883,1463.5,35478,168893.93
"UTTAR PRADESH","KAUSHAMBI",432,3307.95,17214,83307.83,11,54.44,1829,13980.04,0,0,0,0,1389,5,20875,100655.26
"UTTAR PRADESH","KHERI",806,7540.03,82167,219535.38,210,1753.03,41785,139840.54,16,45.8,8,16.95,487,409.88,125479,369141.61
"UTTAR PRADESH","KUSHINAGAR",1068,3482.99,13856,31759.86,297,1367.09,54829,148911.77,8,23.95,1,0,919,605.93,70978,186151.59
"UTTAR PRADESH","LALITPUR",6,34.55,1119,3674.62,25,278.7,127,371.08,0,0,6,12.83,7,19,1290,4390.78
"UTTAR PRADESH","LUCKNOW",856,4214.51,30952,141049.45,1267,4059.97,2645,10601.62,4,9.8,7,11,2859,48.84,38590,159995.19
"UTTAR PRADESH","MAHA MAYA NAGAR",576,2238,44238,138829.75,7333,28052.74,322,1047.15,7,16,36,79,388,658,52900,170920.64
"UTTAR PRADESH","MAHARAJ GANJ",118,351.95,21132,61151.49,629,1424.49,49868,132433.18,17,55.9,1,3,87,31.97,71852,195451.98
"UTTAR PRADESH","MAHOBA",0,0,117,348.08,1,2.5,3067,12017.76,0,0,21,47.75,19,0,3225,12416.09
"UTTAR PRADESH","MAINPURI",752,2446.75,56678,233967.86,49,193.48,338,1587.54,13,56.5,5,32,1615,13,59450,238297.13
"UTTAR PRADESH","MATHURA",393,3214.25,55588,354421.43,863,1544.85,3186,31024.36,3,43.79,0,0,1969,0,62002,390248.68
"UTTAR PRADESH","MAU",418,2020.7,20933,89167.19,100,482.07,4736,17254.22,1,3,0,0,621,5,26809,108932.18
"UTTAR PRADESH","MEERUT",1972,7961.1,50436,201524.33,70,294.99,2,14,0,0,0,0,608,0,53088,209794.42
"UTTAR PRADESH","MIRZAPUR",161,577.39,4363,11872.84,134,1847.13,2890,5540.33,43,157,0,0,223,81.5,7814,20076.19
"UTTAR PRADESH","MORADABAD",925,2587.66,115522,319854.77,614,3444.5,1258,3277.91,2,5.34,4,8,61,0,118386,329178.18
"UTTAR PRADESH","MUZZAFARNAGAR",1046,4169.52,89758,226805.88,398,1354.51,534,1500.45,9,36,0,0,7,11.5,91752,233877.86
"UTTAR PRADESH","PILIBHIT",154,486.73,82071,272048.98,283,683.27,3259,8155.98,0,0,0,0,233,51.35,86000,281426.31
"UTTAR PRADESH","PRATAPGARH",1938,7133.01,93705,408313.66,232,1082.73,8985,36645.84,7,28.45,1,0.8,1848,2823.37,106716,456027.86
"UTTAR PRADESH","RAEBARELI",1964,9830.67,68240,218495.03,574,2063.6,650,2063.84,21,87.55,10,32.8,2290,1355.01,73749,233928.5
"UTTAR PRADESH","RAMPUR",482,2144.88,77522,380421.37,1710,3725.05,358,616.77,0,0,1,1.02,55,0,80128,386909.09
"UTTAR PRADESH","SAHARANPUR",738,3277.51,84625,355863.73,190,519.29,194,952.76,7,13.22,0,0,458,4.7,86212,360631.21
"UTTAR PRADESH","SANT KABIR NAGAR",197,406.88,19973,73436.44,384,1071.44,20369,53956.83,86,147.42,35,100.26,274,104.4,41318,129223.67
"UTTAR PRADESH","SANT RAVI DAS NAGAR",464,5283.98,5947,29725.37,21,158.04,1027,4879.8,1,1,1,5,95,10,7556,40063.19
"UTTAR PRADESH","SHAHJAHANPUR",156,580.42,81905,281856.86,119,457.54,882,2726.62,1,6,0,0,342,0,83405,285627.44
"UTTAR PRADESH","SHRAWASTI",93,1149.42,32029,126918.07,132,1399.59,5901,20463.87,3,15.5,0,0,46,1.2,38204,149947.65
"UTTAR PRADESH","SIDDHARTH NAGAR",87,406.22,22546,79534.81,5343,22049.2,24206,73040.55,138,621.5,0,0,126,281.35,52446,175933.63
"UTTAR PRADESH","SITAPUR",628,1727.39,51917,216067.69,907,1851.61,72271,189511.12,199,244.39,34,594.29,4709,10022.04,130665,420018.53
"UTTAR PRADESH","SONBHADRA",109,646.85,2397,6719.88,534,2374,1488,5767.79,0,0,50,87.75,249,127.36,4827,15723.63
"UTTAR PRADESH","SULTANPUR",1266,5565.85,132831,508245.09,103,898.61,2712,10661.32,8,20,11,59.95,2050,1123.19,138981,526574.01
"UTTAR PRADESH","UNNAO",316,1190.5,70282,352013.74,147,556.75,363,1036.76,1,2,1,2,840,838,71950,355639.75
"UTTAR PRADESH","VARANASI",1196,8749.75,9721,58204.33,134,2127.33,2535,15922.42,8,57.65,21,116.55,45,46,13660,85224.03
"UTTARAKHAND","CHAMPAWAT",430,3390.3,210,202.15,0,0,0,0,0,0,0,0,0,0,640,3592.45
"UTTARAKHAND","DEHRA DUN",135,2887.5,70,740,0,0,0,0,0,0,0,0,0,0,205,3627.5
"UTTARAKHAND","HARIDWAR",485,4720.91,24057,99980.8,272,1508.88,438,2720.63,0,0,0,0,10,0,25262,108931.22
"UTTARAKHAND","NAINITAL",277,3108.2,200,4074.4,0,0,1,30,0,0,0,0,0,0,478,7212.6
"UTTARAKHAND","UDHAM SINGH NAGAR",120,760.86,24468,141239.83,295,1537.26,2,24,1,12,0,0,29,84,24915,143657.95
"WEST BENGAL","BANKURA",171,313.1,16792,51129.3,32,247.4,173,398,5,24.23,0,0,413,8.5,17586,52120.53
"WEST BENGAL","BARDDHAMAN",677,5430.06,31620,160172.6,178,2598.64,106,578.89,1,2.01,6,10,1335,373.37,33923,169165.57
"WEST BENGAL","BIRBHUM",68,328.41,10182,42914.93,27,201.27,108,401.8,5,6.83,1,3.5,588,14.09,10979,43870.83
"WEST BENGAL","DAKSHIN DINAJPUR",64,176.03,21892,58486.57,26,216.29,1510,4636.42,4,16.4,12,5.4,403,24.8,23911,63561.91
"WEST BENGAL","DARJEELING",9,24.5,766,2937.81,7,16.5,65,137.97,0,0,10,36.18,178,4.49,1035,3157.45
"WEST BENGAL","HAORA",10,35.81,157,1192.99,40,514.82,340,1498.64,0,0,0,0,23,28,570,3270.26
"WEST BENGAL","HOOGHLY",310,2286.86,14210,95803.44,0,0,603,3509.2,0,0,0,0,407,14.52,15530,101614.02
"WEST BENGAL","JALPAIGURI",166,585.05,3498,7866,32,141.01,2297,8656,7,23.5,41,758,1213,19.1,7254,18048.66
"WEST BENGAL","KOCH BEHAR",55,117.52,35228,61211.62,31,296.51,5165,11921.4,1,2,2,7.11,737,22.77,41219,73578.93
"WEST BENGAL","MALDA",824,2866.22,22990,83656.68,163,1339.36,1523,5538.66,5,10.56,8,7.9,190,172.96,25703,93592.34
"WEST BENGAL","MURSHIDABAD",1323,3188.38,50440,118548.39,369,603.69,13192,29325.15,9,13.01,381,728.47,2363,1163.43,68077,153570.52
"WEST BENGAL","NADIA",1057,2770.76,83947,207555.61,140,1280.68,8359,21897.73,9,17.66,5,9.12,830,86.52,94347,233618.08
"WEST BENGAL","NORTH 24 PARGANAS",671,2150.25,48243,106604.79,69,541.95,2394,4696.24,16,44.11,1,0.67,664,260.48,52058,114298.49
"WEST BENGAL","PASHCHIM MIDNAPORE",876,5277.4,41572,188845.33,202,2838.43,3589,19495.71,6,25.96,55,465.9,1777,409.78,48077,217358.51
"WEST BENGAL","PURBA MIDNAPORE",209,1676.49,5225,34459.83,76,1242.89,4287,24978.08,4,24.96,6,20.4,295,1296.39,10102,63699.04
"WEST BENGAL","PURULIA",0,0,13,4.53,0,0,0,0,0,0,0,0,2,0,15,4.53
"WEST BENGAL","SOUTH 24 PARGANAS",240,411.02,6313,13694.29,8,140.4,94,383.28,2,1.69,0,0,214,1991.8,6871,16622.48
"WEST BENGAL","UTTAR DINAJPUR",314,1468.62,41857,154710.56,67,625.34,1729,3286.5,9,28.9,146,1684.53,397,27.6,44519,161832.05
